split,problem_id,problem_index,strategy,strategy_raw,combined_score,mse_train_score,raw_mse_train,negative_mse,iteration,generation,can_run,optimization_success,program_id,parent_id,result_file
chem_react,CRK15,15,mcts,mcts,7.184538089022388,,,-6.438255848841562e-08,87,2,,False,d7b8fce2-65f6-43e1-b8d7-74ace5cc765e,47f5658f-73d5-4170-8a32-dc60d6d87ece,problems/chem_react/CRK15/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK15,15,best_of_n,best_of_n,6.285742599738995,,,-5.169137012049723e-07,1,1,,False,726bccf8-234f-4857-934c-c0f242ee3a86,4b1352dd-bfa6-4943-abdf-09b7e880ad8a,problems/chem_react/CRK15/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK15,15,map_elites,openevolve,7.204513934016786,,,-6.144333154786709e-08,70,5,,False,7a77ecfe-eece-4384-97e3-f027005e49b2,23fcbb6c-2024-48e0-9cf8-88b7ba00d456,problems/chem_react/CRK15/openevolve_output/best/best_program_info.json
chem_react,CRK16,16,beam_search,beam_search,8.788545663909424,,,-6.27250209363223e-10,42,6,,False,2d4dbb63-d55a-409e-9a86-37a739249588,9a7e63aa-7259-45ec-b9be-558ac845c2f5,problems/chem_react/CRK16/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK16,16,mcts,mcts,7.823583788948357,,,-1.4011227644231791e-08,29,3,,False,5529805d-dcd2-49e3-b7c9-67c14b894773,b0e1dca9-c35c-46a4-ae49-e868fe30427c,problems/chem_react/CRK16/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK16,16,best_of_n,best_of_n,6.541309168046995,,,-2.865350764779612e-07,9,2,,False,f82f9425-be6c-4d6d-8c68-c50ac82599de,d59fb9ab-edbf-45e3-9e8d-fb78c4f7d835,problems/chem_react/CRK16/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK16,16,map_elites,openevolve,8.104946693625013,,,-6.853320222823109e-09,168,4,,False,ee664502-3d9c-45db-b0e7-1dd573670340,cbdb7729-4467-4d42-89f6-915266e8faec,problems/chem_react/CRK16/openevolve_output/best/best_program_info.json
chem_react,CRK17,17,beam_search,beam_search,8.152330874671964,,,-6.041563909758513e-09,40,5,,False,a1b7856f-b93c-4f79-b0fa-7cacdc244895,5e8a52f4-e94e-4edb-9648-6a3381dd40b7,problems/chem_react/CRK17/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK17,17,mcts,mcts,7.146485441807934,,,-7.03698128936214e-08,70,3,,False,b2e6412a-1662-48e2-b4f7-5be135e65edf,6959ff96-0099-44bf-8fb6-593258c85d86,problems/chem_react/CRK17/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK17,17,best_of_n,best_of_n,7.052773396673195,,,-8.755775601556567e-08,1,1,,False,38aaaceb-47d6-46a0-af8b-240801b7c8ee,7f6b6878-e29c-47d9-a6f8-5bfa45b23d8d,problems/chem_react/CRK17/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK17,17,map_elites,openevolve,8.206993695079808,,,-5.208780478332498e-09,194,8,,False,2d3da53e-6d08-43c6-bf79-73bc7b666fda,15d5a53e-5940-4a1c-b0eb-647cd2017708,problems/chem_react/CRK17/openevolve_output/best/best_program_info.json
chem_react,CRK18,18,beam_search,beam_search,8.772431404614593,,,-6.887625729184887e-10,4,1,,False,a000be6f-53b7-4504-a7d6-d497ada4ccdd,99f623c8-f5a6-40c6-a600-b160c9bba8e6,problems/chem_react/CRK18/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK18,18,mcts,mcts,8.900889212190961,,,-2.563504157473391e-10,8,1,,False,beebb97a-4b67-4d69-b5a3-31243bf40f27,f4d62213-0a32-494a-ab6d-e928cb9ec325,problems/chem_react/CRK18/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK18,18,best_of_n,best_of_n,8.486563559089813,,,-2.2616431268459414e-09,9,2,,False,37dbe8bd-5529-47a8-8249-7a7b00a114d4,3f0ce1a0-5b9a-4f51-9da6-b9a813861fe0,problems/chem_react/CRK18/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK18,18,map_elites,openevolve,8.928198232823217,,,-1.79782003662785e-10,14,2,,False,3f475011-81d9-4cbe-b1dc-ae3fecbf800b,0b3ee735-008c-4855-b3b4-90572d9c8146,problems/chem_react/CRK18/openevolve_output/best/best_program_info.json
chem_react,CRK19,19,beam_search,beam_search,8.906905952706264,,,-2.390648793292816e-10,41,6,,False,1dc36b30-860b-44af-b3d4-71aad5768720,e0430068-053a-4070-9d45-5c4d3e3f67db,problems/chem_react/CRK19/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK19,19,mcts,mcts,8.018619696118023,,,-8.580326360653867e-09,57,2,,False,b97cd71a-2d74-4108-bfcd-783b6da64eb7,c6146795-9fe3-4c83-a3d5-57c4d56daaba,problems/chem_react/CRK19/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK19,19,best_of_n,best_of_n,8.067467258425664,,,-7.561162521148877e-09,1,1,,False,c782f7cf-4594-4df3-8f6c-4bc99bf66f7d,6d690b30-f230-4a9c-929e-0211a689e7d7,problems/chem_react/CRK19/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK19,19,map_elites,openevolve,8.499739857399785,,,-2.164172433411937e-09,87,2,,False,81e2e44b-2620-48cd-a6d0-f9b5ca4f34b8,b93524ef-b4bd-4df1-bc81-c3606fc0b57c,problems/chem_react/CRK19/openevolve_output/best/best_program_info.json
chem_react,CRK20,20,beam_search,beam_search,7.098564592981891,,,-7.869579495521e-08,66,9,,False,787fc9f4-5e33-486a-968b-4b403adc8b2d,0273baa2-15b8-4f6d-add3-b1d6b16e758c,problems/chem_react/CRK20/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK20,20,mcts,mcts,6.633179603566068,,,-2.3171286687736615e-07,14,2,,False,5ec7bc29-6c5b-4e15-9994-e72a2a604cbe,4ac640cc-ca7c-47a0-8961-52698bef33c2,problems/chem_react/CRK20/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK20,20,best_of_n,best_of_n,4.9464377122237835,,,-1.13115962624108e-05,9,1,,False,110b21c9-b765-47a6-8fd1-3ad11dcb4c00,f1176155-1c1c-471e-bf13-6065b4c3c7a3,problems/chem_react/CRK20/openevolve_output/best_of_n/best/best_program_info.json
